;gender;date;hitCreationDate;householdIncome;householdSize;locationCity;locationCountry;locationRegion;maritalStatus;postToCompletionSecs;workerId;yearOfBirth
5843;male;2020-08-29 23:05:39.251;2020-08-29 22:03:01.000;$40,000-$59,999;1;glendale;US;az;single;3758;ccbb71643f47ee7488fa2f5a1a2e0ddd;1971
5844;female;2020-08-29 23:05:34.417;2020-08-29 23:03:01.000;$100,000 or more;2;new york;US;ny;married;153;9ff56ab749dc1c3e4d05ede56ca0b9d5;1967
5845;male;2020-08-29 23:02:47.574;2020-08-29 22:48:01.000;$15,000-$24,999;1;weaverville;US;nc;divorced;886;4fdc99327f55ca71987568fc9d588713;1987
5846;male;2020-08-29 22:34:11.595;2020-08-29 22:33:01.000;$75,000-$99,999;3;somerset;US;ky;married;70;c9253e113c8709965c453204524251cb;1983
5847;female;2020-08-29 22:25:26.557;2020-08-29 21:18:01.000;$75,000-$99,999;3;burnaby;CA;bc;single;4045;747cb31eb54d1729d097255f084a925c;1988
5848;male;2020-08-29 22:20:19.514;2020-08-29 22:18:01.000;$40,000-$59,999;2;newnan;US;ga;married;138;3a96b3e2b5b1e3f0922f20cbdbdbfe17;1995
5849;female;2020-08-29 21:49:09.843;2020-08-29 21:48:01.000;$40,000-$59,999;4;eugene;US;or;engaged;68;eb1721ebb5ebdf0daa20340261401071;1992
5850;male;2020-08-29 21:36:05.855;2020-08-29 21:33:00.000;$60,000-$74,999;2;new york;US;ny;married;185;6da33ac595854a511f1d1a3917d226e2;1987
5851;female;2020-08-29 21:29:22.719;2020-08-29 20:33:01.000;$40,000-$59,999;4;granite city;US;il;married;3381;947aef383f1bf593a81cc98b0bf9e64d;1984
5852;female;2020-08-29 21:04:00.342;2020-08-29 21:03:01.000;$60,000-$74,999;2;lexington;US;ky;cohabitating;59;249615f84b3f9ff7541db88cba31d2d4;1989
5853;female;2020-08-29 20:59:55.518;2020-08-29 20:48:00.000;$60,000-$74,999;3;hudson;US;nh;married;715;a7fde5f601f497e953d42dbd5612cfc5;1988
5854;male;2020-08-29 20:20:12.796;2020-08-29 20:18:01.000;$15,000-$24,999;1;fort wayne;US;in;single;131;e2a4db28acfd26365ea9654b4156cca4;1993
5855;female;2020-08-29 20:14:27.897;2020-08-29 20:03:00.000;$60,000-$74,999;3;middleton;US;ma;cohabitating;687;74ea2bed7f7ac55e60a74fd1dad560c2;1988
5856;female;2020-08-29 20:11:16.617;2020-08-29 18:48:01.000;$10,000-$14,999;2;markham;CA;on;cohabitating;4995;2ba3692ea6227ff789aa0203c4f528a9;1998
5857;female;2020-08-29 20:02:19.308;2020-08-29 18:33:00.000;$60,000-$74,999;4;new york;US;ny;single;5359;4001fe77ee8863e06274fd2215e4fa8f;1995
5858;female;2020-08-29 19:54:56.594;2020-08-29 19:48:01.000;$15,000-$24,999;3;nagercoil;IN;tn;single;415;31903eea65326a25a6fdb9cfb0bd193d;1998
5859;male;2020-08-29 19:37:44.663;2020-08-29 19:18:00.000;Less than $10,000;1;west hartford;US;ct;single;1184;c1bdeb255b4b9c7ab30e419a1c10cbf4;2002
5860;male;2020-08-29 19:35:24.868;2020-08-29 19:33:01.000;$25,000-$39,999;3;vancouver;US;wa;married;143;fb995f57aae9d680092dfe17a4c6ac53;1992
5861;male;2020-08-29 19:04:37.507;2020-08-29 19:03:01.000;$15,000-$24,999;2;aliquippa;US;pa;engaged;96;19a10300e38adde306d9175e241f1fa7;1992
5862;female;2020-08-29 19:00:26.558;2020-08-29 16:18:01.000;$40,000-$59,999;4;secaucus;US;nj;married;9745;9b6287e413d9a4bac8cf7bddabab9027;1988
5863;female;2020-08-29 18:56:48.724;2020-08-29 16:48:00.000;$40,000-$59,999;3;yuma;US;az;married;7728;cb3e9417f530eac0cc54359397dd35c6;1995
5864;female;2020-08-29 18:47:50.363;2020-08-29 17:33:00.000;$40,000-$59,999;4;everett;US;wa;married;4490;7dc6a7fcf06048792de526b4d8c49286;1954
5865;female;2020-08-29 18:36:40.844;2020-08-29 17:48:00.000;$60,000-$74,999;4;charlton;US;ma;married;2920;ad0b8869adc7d635dfaea4d8faccddd1;1982
5866;male;2020-08-29 18:20:38.236;2020-08-29 18:18:01.000;$25,000-$39,999;2;assu;BR;rn;single;157;288b50bbbf83fede5e0e23f1baa063af;1999
5867;male;2020-08-29 18:19:11.714;2020-08-29 18:03:01.000;$75,000-$99,999;3;secaucus;US;nj;married;970;cace05116ac6942f7fc381e108db5f20;1983
5868;female;2020-08-29 18:10:35.763;2020-08-29 16:33:00.000;$40,000-$59,999;2;newport beach;US;ca;married;5855;38a2fd6c130dd973555e201957b67e66;1974
5869;female;2020-08-29 17:19:19.046;2020-08-29 17:18:01.000;Less than $10,000;1;forest park;US;ga;divorced;78;81ca975eac0ef939e5dd8f28c1458d08;1981
5870;male;2020-08-29 17:04:42.565;2020-08-29 17:03:01.000;$40,000-$59,999;2;?;US;?;married;101;c5d29d9494b8808ece790847e86b6ce2;1963
5871;female;2020-08-29 16:42:57.639;2020-08-29 14:33:01.000;$75,000-$99,999;5+;dearing;US;ks;married;7796;658b1fad86e6a55ee149ae13fccaf438;1987
5872;female;2020-08-29 16:38:37.547;2020-08-29 15:33:01.000;$40,000-$59,999;3;upper deerfield township;US;nj;married;3936;4512b3686d8779ba1fa68f573983226f;1988
5873;male;2020-08-29 16:05:10.986;2020-08-29 16:03:01.000;$25,000-$39,999;5+;los angeles;US;ca;married;129;374a2f772b52332e86159f253f868b71;1980
5874;male;2020-08-29 15:22:38.443;2020-08-29 15:18:01.000;$40,000-$59,999;5+;newark;US;nj;married;277;e5ed33392838dcbbdbc20642d8eb45d4;1991
5875;male;2020-08-29 15:05:06.157;2020-08-29 15:03:00.000;$75,000-$99,999;4;atlanta;US;ga;married;126;ac029d9af06dc4f9a26ee6e0743b3fab;1963
5876;male;2020-08-29 14:54:05.984;2020-08-29 13:48:00.000;$40,000-$59,999;2;greenwood village;US;co;married;3965;fb0b628de0da95f65862856a2c86f9aa;1990
5877;male;2020-08-29 14:51:27.841;2020-08-29 14:48:00.000;$60,000-$74,999;4;new york;US;ny;married;207;8a747b8a3fa34d60000dae574d223446;1970
5878;male;2020-08-29 14:27:13.935;2020-08-29 14:18:01.000;$40,000-$59,999;3;las vegas;US;nv;married;552;787bd73426fba5f0517ec0c262371e39;1988
5879;male;2020-08-29 14:22:57.361;2020-08-29 13:18:01.000;$60,000-$74,999;4;chennai;IN;tn;married;3896;5c6c3d30b212bf883b92394074c30232;1995
5880;male;2020-08-29 14:05:13.284;2020-08-29 14:03:00.000;$15,000-$24,999;3;santa cruz do sul;BR;rs;single;133;239ea385de74828ba4fad76348556d80;1998
5881;male;2020-08-29 13:37:02.639;2020-08-29 13:33:01.000;$75,000-$99,999;3;houston;US;tx;married;241;ffb2c22c3ecd0da956ea1f2853216e5b;1973
5882;male;2020-08-29 13:27:44.988;2020-08-29 12:03:00.000;$25,000-$39,999;2;garden city;US;ny;engaged;5084;cb16ef5b71faa1474a307a8723f05f8a;1995
5883;male;2020-08-29 13:17:24.768;2020-08-29 13:03:01.000;$40,000-$59,999;5+;dallas;US;tx;married;863;ea8ff36e3b77d8561524bd5199cb9217;1990
5884;male;2020-08-29 12:56:28.571;2020-08-29 12:48:00.000;$60,000-$74,999;4;alexander city;US;al;married;508;1c8366f74a93b14c36fa080ff51abafe;1990
5885;male;2020-08-29 12:35:15.074;2020-08-29 12:33:01.000;$75,000-$99,999;1;quincy;US;ma;single;134;8ecdbbf73be774f5a2780272ea9048f7;1985
5886;female;2020-08-29 12:19:47.544;2020-08-29 12:18:01.000;$40,000-$59,999;4;west ocean city;US;md;married;106;e365de40bc796c34575e9d3c84aecfb8;1987
5887;male;2020-08-29 12:09:19.868;2020-08-29 10:33:01.000;$40,000-$59,999;3;columbia;US;sc;married;5778;16d4761340b14d60fe12e577db7b9de8;1968
5888;male;2020-08-29 12:08:12.997;2020-08-29 11:03:00.000;$60,000-$74,999;3;gallatin;US;tn;married;3912;6dca2f65a9fee188c8a26e62defc64e6;1990
5889;male;2020-08-29 11:53:26.342;2020-08-29 11:48:01.000;$25,000-$39,999;1;houston;US;tx;single;325;b5d49fbf57ce58acc2da462f128da5cf;1966
5890;male;2020-08-29 11:22:23.745;2020-08-29 11:18:01.000;$40,000-$59,999;2;cleveland;US;oh;cohabitating;262;461e4bb827663e9667f0fe93412cf3c1;1978
5891;male;2020-08-29 10:59:40.269;2020-08-29 10:48:00.000;$40,000-$59,999;3;minneapolis;US;mn;married;700;c16b4b2cda9e212b3471eb5ab771730b;1977
5892;male;2020-08-29 10:51:49.232;2020-08-29 09:18:01.000;$60,000-$74,999;3;corinth;US;ms;married;5628;a05587a26ff5e4d9ab76a9052ea86683;1993
5893;female;2020-08-29 10:19:07.354;2020-08-29 10:18:01.000;$25,000-$39,999;1;philadelphia;US;pa;married;66;0ad80ab8a19097baaaecfc19fd53764d;1980
5894;female;2020-08-29 10:17:20.543;2020-08-29 08:03:00.000;$10,000-$14,999;1;bensheim;DE;he;single;8060;0d285b6009091602ca04d4acc6d09e7f;1983
5895;male;2020-08-29 10:11:38.873;2020-08-29 10:03:01.000;$25,000-$39,999;2;noida;IN;up;married;517;b05499c316aecd65609e4a6033343009;1969
5896;female;2020-08-29 10:07:18.412;2020-08-29 09:03:01.000;Less than $10,000;3;summerville;US;sc;married;3857;377dd5dbb3543631a509502daad299ed;1972
5897;female;2020-08-29 09:53:28.463;2020-08-29 08:33:01.000;$25,000-$39,999;2;pimpri-chinchwad;IN;mh;married;4827;bd8d8fc461d6e65a2f8610b95b490f71;1991
5898;female;2020-08-29 09:53:27.373;2020-08-29 08:33:01.000;$25,000-$39,999;2;pimpri-chinchwad;IN;mh;married;4826;bd8d8fc461d6e65a2f8610b95b490f71;1991
5899;female;2020-08-29 09:52:56.737;2020-08-29 08:48:01.000;$25,000-$39,999;1;los angeles;US;ca;single;3895;5e4681c8de60b2c5fda471ac48a03284;1971
5900;male;2020-08-29 09:52:56.693;2020-08-29 09:48:00.000;$60,000-$74,999;1;malden;US;ma;divorced;296;0c2bcf84da7a8e6bbdf26156d4fede00;1965
5901;male;2020-08-29 09:35:08.081;2020-08-29 09:33:01.000;$100,000 or more;2;bathgate;GB;sct;cohabitating;127;ea81bbd16292251575294bdadedda61f;1987
5902;male;2020-08-29 08:35:02.669;2020-08-29 07:33:01.000;$60,000-$74,999;3;chennai;IN;tn;single;3721;b04c58f488aedadb553724e1db5ec790;1992
5903;male;2020-08-29 08:19:22.404;;$25,000-$39,999;1;northampton;US;pa;single;NA;71147da6ba523d0edc205371409bb250;1984
5904;male;2020-08-29 08:04:41.743;2020-08-29 07:48:00.000;Less than $10,000;1;los angeles;US;ca;divorced;1001;7381b8c87f42f85e45b11b9c6bb80723;1966
5905;female;2020-08-29 08:03:36.683;2020-08-29 07:18:01.000;$25,000-$39,999;4;chennai;IN;tn;married;2735;5be29d5979ce89ff5f28998d18ba0236;1984
5906;female;2020-08-29 08:00:35.737;2020-08-29 06:33:01.000;$15,000-$24,999;4;long beach;US;ca;cohabitating;5254;0247f2d91005b931091fad697e48573f;1986
5907;male;2020-08-29 08:00:09.206;2020-08-29 07:03:01.000;$15,000-$24,999;4;sydney;CA;ns;single;3428;22d4f9678c88cf988cf0b26dce8a7f8d;1997
5908;male;2020-08-29 07:12:42.503;2020-08-29 06:48:00.000;$25,000-$39,999;4;killeen;US;tx;married;1482;77f1de948409ae6d609dce3755eca511;1992
5909;male;2020-08-29 06:25:25.088;2020-08-29 06:18:01.000;$10,000-$14,999;3;hudson;US;oh;married;444;2c93116d17945288043ba2095bddec9e;1990
5910;female;2020-08-29 06:24:19.692;2020-08-29 06:03:00.000;$60,000-$74,999;1;east massapequa;US;ny;single;1279;88ab769e40fe975730321e1f11d4b9c0;1990
5911;female;2020-08-29 05:49:39.209;2020-08-29 05:48:02.000;$40,000-$59,999;3;rocky mount;US;nc;married;97;fb75cfe0507e6f8612902c4e86879d44;1978
5912;female;2020-08-29 05:43:18.858;2020-08-29 04:48:01.000;$60,000-$74,999;2;apex;US;nc;married;3317;9ad50055a7f547f400ea341aa26633c5;1983
5913;female;2020-08-29 05:39:42.818;;$100,000 or more;3;klamath falls;US;or;married;NA;43b96927acbbda2d79970374d5abb194;1977
5914;female;2020-08-29 05:37:19.921;2020-08-29 05:33:01.000;$40,000-$59,999;3;north creek;US;wa;single;258;634ddfe96132ff9b1e9efdfc982fdfb1;1995
5915;male;2020-08-29 05:26:34.662;2020-08-29 05:18:00.000;$25,000-$39,999;4;dearing;US;ks;married;514;c979061edaccc88766c890d46103354f;1980
5916;male;2020-08-29 05:04:22.274;2020-08-29 05:03:01.000;$100,000 or more;3;albuquerque;US;nm;married;81;c8331908d0c5ad68bfb18660c53499a2;1993
5917;female;2020-08-29 05:03:40.988;2020-08-29 03:03:00.000;$75,000-$99,999;4;grand prairie;US;tx;married;7240;64a0e18fc17b9de62745ebbec86e3993;1965
5918;female;2020-08-29 05:03:40.988;;$75,000-$99,999;4;grand prairie;US;tx;married;NA;64a0e18fc17b9de62745ebbec86e3993;1965
5919;female;2020-08-29 04:36:48.912;2020-08-29 02:33:01.000;$25,000-$39,999;3;chennai;IN;tn;married;7427;902de7d3cd9867c003e09ce351619e0a;2001
5920;female;2020-08-29 04:34:09.807;2020-08-29 04:33:00.000;$25,000-$39,999;4;chennai;IN;tn;married;69;78e85a081948a3ff246496d1d35049e6;2001
5921;male;2020-08-29 04:32:26.551;2020-08-29 04:18:01.000;$100,000 or more;3;clarksburg;US;wv;married;865;c23842485b8a06b6dc028c5fc50a3f7d;1980
5922;male;2020-08-29 04:17:23.044;2020-08-29 03:33:01.000;$60,000-$74,999;3;noida;IN;up;married;2662;b5c1aa9c34657444f9952ca9d77f390f;1985
5923;male;2020-08-29 04:04:22.818;2020-08-29 04:03:00.000;$40,000-$59,999;5+;honolulu;US;hi;single;82;c5d008a7d4e8c0877ac19aff1ee65cdb;1999
5924;male;2020-08-29 03:49:06.742;2020-08-29 03:48:00.000;$25,000-$39,999;5+;loganville;US;ga;married;66;a490f6b1afd98a9164efb1c1edae172c;1993
5925;male;2020-08-29 03:43:22.911;2020-08-29 03:18:00.000;$15,000-$24,999;4;chennai;IN;tn;married;1522;d23b29a6d971325791a857fcbb8f4715;1990
5926;female;2020-08-29 03:09:30.834;2020-08-29 02:48:01.000;$40,000-$59,999;1;chennai;IN;tn;married;1289;1141f81c5bdde053c2c22516f366dd36;1995
5927;female;2020-08-29 02:45:24.330;2020-08-29 01:18:00.000;$75,000-$99,999;3;clayton;US;ny;engaged;5244;71e6e759506b719d7eb48711d5a01fd7;1993
5928;male;2020-08-29 02:37:53.436;2020-08-29 02:18:00.000;$100,000 or more;2;lafayette;US;in;married;1193;9325475e9b856434a2d54f589bdc02c8;1992
5929;male;2020-08-29 02:07:12.727;2020-08-29 02:03:00.000;$40,000-$59,999;4;norwood;US;oh;married;252;a237865796f04261b6dc8d063b99c66f;1984
5930;male;2020-08-29 01:58:42.137;2020-08-29 01:48:01.000;Less than $10,000;3;los angeles;US;ca;married;641;35be65cde5251e13d98fd4c3772c9807;1976
5931;female;2020-08-29 01:39:19.567;2020-08-29 00:03:00.000;$15,000-$24,999;5+;seattle;US;wa;married;5779;cccd65db16a6f7e99411e968c244b0c1;1984
5932;male;2020-08-29 01:37:45.765;2020-08-29 01:33:01.000;$10,000-$14,999;2;kochi;IN;kl;single;284;f2ca133ae333f1eedaacafe955a55cb3;1990
5933;female;2020-08-29 01:35:55.668;2020-08-28 23:48:01.000;$40,000-$59,999;3;marysville;US;wa;married;6474;cef56efe38b04c3c9f9b80ac5ab6c4fd;1985
5934;male;2020-08-29 01:19:45.373;2020-08-29 01:03:00.000;$40,000-$59,999;4;north wilkesboro;US;nc;married;1005;9ffbba385bde388ce649322aea4a90e4;1981
5935;male;2020-08-29 00:42:15.020;2020-08-29 00:33:01.000;$40,000-$59,999;3;dearing;US;ks;married;554;457bc101a29a269be869fad1eed2df8e;1980
5936;female;2020-08-29 00:20:39.799;2020-08-29 00:18:00.000;$60,000-$74,999;3;san antonio;US;tx;married;159;abd7fe73357515dc0ed49a8404635c79;1953
5937;female;2020-08-28 23:56:41.171;2020-08-28 23:18:01.000;$60,000-$74,999;4;naperville;US;il;married;2320;5d6a5bea37d67f5d7c95fcac0ea6a070;1973
5938;male;2020-08-28 23:49:25.573;2020-08-28 23:03:00.000;$40,000-$59,999;2;portland;US;me;married;2785;18b9cf08dd649802de81d7c8aa201e9b;1988
5939;female;2020-08-28 23:49:19.394;2020-08-28 22:03:01.000;$40,000-$59,999;4;brunswick;US;oh;single;6378;6613a6362bb180af2893c0ee5e918a2b;1998
5940;male;2020-08-28 23:36:36.369;2020-08-28 22:33:01.000;$75,000-$99,999;3;princeton;US;nj;married;3815;b4ce288e9b81c664d47e64b4a182ba1b;1985
5941;male;2020-08-28 23:36:10.328;2020-08-28 21:03:01.000;$75,000-$99,999;5+;tulsa;US;ok;married;9189;4a534a079a13ca6ecb9629be782f0f8a;1970
5942;male;2020-08-28 23:33:47.766;2020-08-28 23:33:01.000;Less than $10,000;2;sao carlos;BR;sp;single;46;e56531e9c7cddcecb2b0f626092644b2;1989
5943;female;2020-08-28 23:30:49.892;2020-08-28 21:48:01.000;$10,000-$14,999;3;woodside east;US;de;married;6168;b4a3e6d42601bf1d537165537481adb1;1983
5944;male;2020-08-28 23:21:24.850;2020-08-28 21:18:00.000;$40,000-$59,999;4;portland;US;me;single;7404;baf132d8bff8f761116fc9867df5b409;1994
5945;male;2020-08-28 23:20:34.577;2020-08-28 22:18:10.000;$75,000-$99,999;4;marysville;US;wa;single;3744;d545b494539745dfa1c7bed333641c10;1997
5946;male;2020-08-28 22:49:26.521;2020-08-28 22:48:00.000;$25,000-$39,999;4;portland;US;me;married;86;842afb525ce4457f5af073aa436aa0f8;1974
5947;male;2020-08-28 22:37:21.505;2020-08-28 21:33:01.000;$25,000-$39,999;3;recife;BR;pe;single;3860;480b25fb424965494f6334d51c2bb6b2;1991
5948;male;2020-08-28 22:19:08.041;2020-08-28 20:03:01.000;$100,000 or more;2;portage;US;mi;married;8167;6d490d1931afe7be0264f60af0d6c154;1982
5949;female;2020-08-28 22:12:55.831;2020-08-28 20:18:00.000;$60,000-$74,999;1;mount kisco;US;ny;single;6895;83e7851a8228ecbb10b403735a9ca93c;1995
5950;male;2020-08-28 21:08:21.655;2020-08-28 20:48:01.000;$15,000-$24,999;3;braganca paulista;BR;sp;single;1220;1cf8643f6a8c5841c1f00df6c1947832;1998
5951;male;2020-08-28 21:03:45.437;2020-08-28 19:33:00.000;$15,000-$24,999;3;braganca paulista;BR;sp;cohabitating;5445;778678eea900fd1aed53e9c5e69dc203;1994
5952;female;2020-08-28 20:33:36.896;2020-08-28 20:33:00.000;Less than $10,000;2;dallas;US;ga;single;36;1ffbe3ed634ae1ccaeac2e17ce3b6868;1992
5953;male;2020-08-28 20:04:08.786;2020-08-28 18:03:00.000;$40,000-$59,999;3;fort worth;US;tx;married;7268;370addbbc3ece9d5e7b79eb56e394ae1;1986
5954;male;2020-08-28 20:02:31.337;2020-08-28 18:48:00.000;$100,000 or more;2;winter garden;US;fl;cohabitating;4471;4468c6753ace9cfbeac9c3970e254d77;1975
5955;male;2020-08-28 19:52:13.419;2020-08-28 18:33:01.000;$40,000-$59,999;3;chennai;IN;tn;single;4752;0e79bc757b5312d55b64bc008ac77fac;1995
5956;female;2020-08-28 19:49:40.723;2020-08-28 19:48:00.000;$40,000-$59,999;4;?;US;?;married;100;0299551f16d98c817489589b39a8c8df;1979
5957;female;2020-08-28 19:37:59.113;2020-08-28 18:18:01.000;Less than $10,000;5+;fredericksburg;US;va;married;4798;9a08b6f44eca88003314db665e895d43;1984
5958;male;2020-08-28 19:27:53.427;2020-08-28 19:18:01.000;$15,000-$24,999;3;san jose;US;ca;married;592;c4365f03db1283625fd950d5d9f1bef0;1955
5959;male;2020-08-28 19:12:03.524;2020-08-28 19:03:08.000;$40,000-$59,999;3;?;US;ca;married;535;96dcbc2c5c2f04d79199241dc76c3bf1;1956
5960;male;2020-08-28 18:00:28.612;2020-08-28 17:48:01.000;$40,000-$59,999;4;berea;US;sc;married;747;98a2ccfb6b622027e68ed71c10aa0c60;1988
5961;female;2020-08-28 18:00:11.942;2020-08-28 17:33:01.000;$75,000-$99,999;4;shawano;US;wi;married;1630;b5f2a6f0fed9a5853b548f15e02d7102;1973
5962;male;2020-08-28 17:50:20.062;2020-08-28 16:48:01.000;$10,000-$14,999;4;dover;US;de;married;3739;7e818beaa9c08eab9194ae7365265545;1990
5963;male;2020-08-28 17:35:47.688;2020-08-28 15:48:01.000;$75,000-$99,999;3;secaucus;US;nj;married;6466;90dfc745047725ba4670a93db7fd8436;1986
5964;female;2020-08-28 17:24:22.134;2020-08-28 16:18:00.000;$40,000-$59,999;3;saint paul;US;mn;married;3982;7a29ce00e63156a77f393cb11ee2f14d;1981
5965;male;2020-08-28 17:23:45.269;2020-08-28 15:33:01.000;$60,000-$74,999;3;irvine;US;ca;single;6644;04a1f68d8b729de7672ea1eabe1b0c84;1993
5966;female;2020-08-28 17:22:21.013;2020-08-28 17:18:00.000;$40,000-$59,999;4;chicago;US;il;married;261;7ba26c345e84a217d9e9bfc28dbfb3cd;1992
5967;male;2020-08-28 17:05:08.198;2020-08-28 17:03:00.000;$100,000 or more;4;round lake beach;US;il;married;128;341a0c4e43db6e1c977472bc2dd3617d;1992
5968;male;2020-08-28 16:59:02.438;2020-08-28 14:33:00.000;$40,000-$59,999;4;south salt lake;US;ut;married;8762;0508bc2001046e9c1051841fc5849d54;1987
5969;male;2020-08-28 16:38:15.513;2020-08-28 16:33:01.000;$75,000-$99,999;3;bhubaneswar;IN;or;married;314;bfd00a340bc0ba6d06aa88e2525b0f32;1984
5970;male;2020-08-28 16:03:49.291;2020-08-28 16:03:00.000;$75,000-$99,999;5+;baltimore;US;md;married;49;9566d7396b092072c17b6956273a0b1b;1983
5971;female;2020-08-28 16:00:04.145;2020-08-28 15:18:00.000;$60,000-$74,999;3;boston;US;ma;married;2524;eaa23c641261b494a9d56f620ca04902;1991
5972;male;2020-08-28 15:42:42.240;2020-08-28 12:18:01.000;$100,000 or more;4;mt. juliet;US;tn;married;12281;82d5f2f08ce32478172ff8a331a4cdaa;1984
5973;female;2020-08-28 15:07:46.532;2020-08-28 15:03:00.000;$25,000-$39,999;4;miramar beach;US;fl;married;286;2b1d4ac213622cb085c60f8590b08c34;1962
5974;male;2020-08-28 14:50:57.566;2020-08-28 13:03:01.000;Less than $10,000;4;saint charles;US;md;single;6476;f8e50d03683365968e692b095d3053e4;1993
5975;male;2020-08-28 14:50:28.828;2020-08-28 14:48:01.000;$60,000-$74,999;4;papillion;US;ne;married;147;9100c9c508140a9beeac05be0a83e894;1981
5976;male;2020-08-28 14:29:32.870;2020-08-28 12:03:00.000;$25,000-$39,999;3;kansas city;US;mo;married;8792;5855416c1484473068e543bcb0dc51a5;1972
5977;female;2020-08-28 14:19:47.531;2020-08-28 14:18:00.000;$75,000-$99,999;2;ajo;US;az;married;107;ca001728d2c59f7290812e94ba658967;1995
5978;female;2020-08-28 14:09:37.484;2020-08-28 14:03:01.000;$75,000-$99,999;4;sacramento;US;ca;married;396;43dc81c61ac31db25bf93b07ab072203;1977
5979;male;2020-08-28 13:55:02.311;2020-08-28 13:48:01.000;$40,000-$59,999;2;taylorville;US;il;married;421;355d9eb37809dfa90166b00bc656df2a;1967
5980;female;2020-08-28 13:39:41.670;2020-08-28 13:33:00.000;$100,000 or more;4;colorado springs;US;co;married;401;08bdd07b35692fe8d7cc59f6a970d5bd;1976
5981;male;2020-08-28 13:30:40.442;2020-08-28 13:18:01.000;Less than $10,000;1;?;GR;?;single;759;0be5673620566280617d3b0225e89a59;1977
5982;male;2020-08-28 12:51:17.886;2020-08-28 12:33:01.000;$25,000-$39,999;3;?;US;pa;single;1096;8a65715e165eb1a428bf5a782f3c0af7;1995
5983;female;2020-08-28 12:49:37.729;2020-08-28 12:48:00.000;$25,000-$39,999;5+;chennai;IN;tn;married;97;b98e7b2041b7e194f59c79449093e65e;1985
5984;male;2020-08-28 11:54:38.013;2020-08-28 11:48:01.000;$40,000-$59,999;2;fredonia;US;ny;married;397;8fc2ba345b2855f912c916a40380350a;1992
5985;male;2020-08-28 11:39:59.576;2020-08-28 10:33:00.000;$15,000-$24,999;4;chennai;IN;tn;married;4019;6d36d935f745a94b30671f890b641bc8;1985
5986;male;2020-08-28 11:35:14.181;2020-08-28 11:33:01.000;$40,000-$59,999;3;campinas;BR;sp;single;133;0205ff495bc6d819142af8ff18d3dd38;1990
5987;female;2020-08-28 11:23:33.605;2020-08-28 08:33:01.000;$60,000-$74,999;4;tampa;US;fl;married;10232;8ba1ffcb4d9766f659085de429e4b59c;1993
5988;male;2020-08-28 11:22:42.016;2020-08-28 11:18:00.000;$25,000-$39,999;4;sheridan;US;or;married;282;f5582c22cac290fec184a129d1aad91a;1988
5989;female;2020-08-28 11:04:21.389;2020-08-28 11:03:00.000;$75,000-$99,999;3;orange;US;ca;married;81;f79d8a30ab58f7fb14097fe2fdcf881b;1992
5990;female;2020-08-28 10:57:10.461;2020-08-28 10:48:01.000;$25,000-$39,999;3;new york;US;ny;engaged;549;740557543a037319581f41fc404a948b;1985
5991;male;2020-08-28 10:50:32.699;2020-08-28 09:48:00.000;$40,000-$59,999;4;secaucus;US;nj;married;3752;c344c022226c1abfb519c41c74075b0c;1988
5992;male;2020-08-28 10:34:47.207;2020-08-28 10:03:01.000;$40,000-$59,999;4;wendell;US;ma;married;1906;803d4de1c6d5995bb196b6e544e8cafb;1995
5993;male;2020-08-28 10:19:33.414;2020-08-28 10:18:00.000;$25,000-$39,999;4;ploiesti;RO;ph;cohabitating;93;ff9c1993d2a21f2117c30d8e295dd4ac;1991
5994;male;2020-08-28 09:43:18.546;2020-08-28 09:33:00.000;$40,000-$59,999;3;lake city;US;pa;married;618;d10fa1c04b7b58f15842f46d29424af5;1978
5995;male;2020-08-28 09:40:22.071;2020-08-28 09:18:01.000;$25,000-$39,999;3;?;IN;?;married;1341;8c3832de95e5014ed5596eeb621d8320;1984
5996;female;2020-08-28 09:24:41.071;2020-08-28 08:48:00.000;$75,000-$99,999;3;new york;US;ny;married;2201;779f1b5b15a7f37f408d5c1378233a65;1954
5997;male;2020-08-28 09:04:05.398;2020-08-28 09:03:01.000;$15,000-$24,999;3;oak ridge;US;fl;single;64;f72434825b95a505b272b7c82c346c72;1987
5998;male;2020-08-28 08:57:53.963;2020-08-28 07:48:01.000;$25,000-$39,999;3;secaucus;US;nj;married;4192;3d68f7e86d471df5331470bdb59edc9a;1980
5999;female;2020-08-28 08:50:29.353;2020-08-28 08:03:00.000;$15,000-$24,999;2;los angeles;US;ca;married;2849;9b3d6f1388819209213f200f5adefdcc;1980
6000;female;2020-08-28 08:49:24.086;2020-08-28 06:48:01.000;$75,000-$99,999;1;dallas;US;tx;married;7283;c87b8c5cbe6a322e05b111387db4dfee;1960
6001;male;2020-08-28 08:41:30.150;2020-08-28 07:33:01.000;$15,000-$24,999;4;new york;US;ny;married;4109;eca76cca36bfc76e36385d678f1b132c;1953
6002;male;2020-08-28 08:29:47.710;2020-08-28 07:18:01.000;$15,000-$24,999;3;englewood;US;co;married;4306;ca815dfddfd3f1cd644a8c34018e853e;1974
6003;female;2020-08-28 08:23:10.000;2020-08-28 08:18:00.000;$40,000-$59,999;3;montgomery;US;al;married;310;8fa634f4f557a9fc87612bba4cc33e4a;1989
6004;male;2020-08-28 08:17:16.827;2020-08-28 06:03:00.000;$40,000-$59,999;4;warren;US;oh;married;8056;13e1e93e1c5f28408837fbf8a7358d40;1981
